Build started 2021/12/13 18:37:20.
     1>Project "C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\NativePluginPS4Example.vcxproj" on node 2 (Build target(s)).
     1>ClCompile:
         prx.cpp
         orbis-clang.exe -o ORBIS_Debug\prx.o -c -MD -MV -fdiagnostics-format=msvc -IC:\tauon2\include -I"C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\host_tools\lib\clang\include" -I"C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\target\include" -I"C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\target\include_common" -D_DEBUG -g -Wall -fno-caret-diagnostics -O0 -fexceptions "C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp"
     1>orbis-clang.exe : warning : implicitly enabling rtti for exception handling
         In file included from C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp:9:
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail/Patcher.h(37,9): warning : 'PROT_READ' macro redefined [-Wmacro-redefined]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2911,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2913,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2930,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2932,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2949,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2951,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2958,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2961,9): warning : unknown pragma ignored [-Wunknown-pragmas]
     1>C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\prx.cpp(2968,9): warning : unknown pragma ignored [-Wunknown-pragmas]
       Link:
         C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\host_tools\bin\orbis-ld.exe -o "C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\..\Plugins\PS4\universal.prx" --oformat=prx --prx-stub-output-dir="C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\..\Plugins\PS4" -LC:\tauon2\lib -L"C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\lib" -L"C:\Program Files (x86)\SCE\ORBIS SDKs\4.500\target\lib" --start-group ORBIS_Debug\checkheaders.o ORBIS_Debug\CommonDialog.o ORBIS_Debug\decrypt.o ORBIS_Debug\decryptio.o ORBIS_Debug\DownloadHTTPS.o ORBIS_Debug\encryptsrv.o ORBIS_Debug\ftps4.o ORBIS_Debug\Kernel.o ORBIS_Debug\Module.o ORBIS_Debug\mount.o ORBIS_Debug\Patcher.o ORBIS_Debug\PatcherUtil.o ORBIS_Debug\UnityPrxPlugin.o ORBIS_Debug\pluginLib.o ORBIS_Debug\pluginunjail.o ORBIS_Debug\prx.o ORBIS_Debug\SaveDataDialog.o ORBIS_Debug\Saves.o ORBIS_Debug\Sound.o ORBIS_Debug\SoundUtil.o ORBIS_Debug\syscall.o ORBIS_Debug\SystemService.o ORBIS_Debug\SysUtil.o ORBIS_Debug\unjail.o ORBIS_Debug\UserService.o "-lScePosix_stub_weak" "-lSceNet_stub_weak" "-lSceNetCtl_stub_weak" "-lSceHttp_stub_weak" "-lSceSsl_stub_weak" "-lSceNetDebug_stub_weak" "-lSceUsbd_stub_weak" "-lSceUsbStorage_tau_stub_weak" "-lSceSysmodule_tau_stub_weak" "-lSceSysmodule_stub_weak" "-lSceSystemService_tau_stub_weak" "-lkernel_tau_stub_weak" "-lSceLncUtil_tau_stub_weak" --end-group
         NativePluginPS4Example.vcxproj -> C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\..\Plugins\PS4\universal.prx
     1>Done Building Project "C:\Users\3de Echelon\Downloads\ps4_unjail\ps4_unjail\NativePluginPS4Example.vcxproj" (Build target(s)).

Build succeeded.

Time Elapsed 00:00:00.90
